Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder capacity of engine (c.c.),Body Type,Permitted Gross Vehicle Weight,Number of passenger seats,Year Of Manufacture,Month,Registration Year
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,9,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,9,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,9,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,9,2022
Private Light Bus,MITSUBISHI FUSO,BE641GRMDAD,Diesel,,LIGHT BUS,5.5,,2021,9,2022
Private Light Bus,MITSUBISHI FUSO,BE641GRMDAE,Diesel,,LIGHT BUS,5.5,,2021,9,2022
Private Light Bus,MITSUBISHI FUSO,BE641GRMDAE,Diesel,,LIGHT BUS,5.5,,2021,9,2022
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,9,2022
Private Light Bus,MITSUBISHI FUSO,BE641GRMDAE,Diesel,,LIGHT BUS,5.5,,2021,9,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2022
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,10,2022
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,10,2022
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,10,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,11,2022
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.4,,2022,11,2022
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.4,,2022,11,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,11,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,11,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,11,2022
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,11,2022
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,11,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,11,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,11,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,11,2022
Public Light Bus,MELLOR COACHCRAFT,ORION,Diesel,,LIGHT BUS,5,,2021,11,2022
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,11,2022
Private Light Bus,MITSUBISHI FUSO,BE641GRMDAD,Diesel,,LIGHT BUS,5.5,,2021,11,2022
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,11,2022
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,11,2022
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,11,2022
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,11,2022
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,5.24,,2022,11,2022
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,5.24,,2022,11,2022
Private Light Bus,MITSUBISHI FUSO,BE641GRMDAE,Diesel,,LIGHT BUS,5.5,,2021,11,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,12,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2021,12,2022
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,12,2022
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,12,2022
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,12,2022
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,12,2022
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,12,2022
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,12,2022
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,5.71,,2022,12,2022
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,12,2022
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,12,2022
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,1,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,1,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,1,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,1,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,1,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,1,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,1,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,1,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,5.71,,2022,1,2023
Private Light Bus,MITSUBISHI FUSO,BE741ERMSDAB,Diesel,,LIGHT BUS,5.2,,2022,1,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,1,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,2,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,2,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2021,2,2023
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.4,,2022,2,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,2,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,2,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,2,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,2,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,2,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,2,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAA,Diesel,,LIGHT BUS,5.69,,2022,2,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2022,2,2023
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,2,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2021,2,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,2,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2022,2,2023
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,2,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,3,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,3,2023
Public Light Bus,MELLOR COACHCRAFT,ORION,Diesel,,LIGHT BUS,5,,2021,3,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,3,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,3,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,3,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,3,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,3,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,3,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAA,Diesel,,LIGHT BUS,6.1,,2022,3,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAA,Diesel,,LIGHT BUS,6.1,,2022,3,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,5.71,,2022,3,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,3,2023
Private Light Bus,MITSUBISHI FUSO,BE641GRMDAD,Diesel,,LIGHT BUS,5.5,,2021,3,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,5.71,,2022,3,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,4,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,4,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,4,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,4,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,4,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,4,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,5,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,5,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,5,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,5,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,5,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,5,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,5,2023
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.4,,2022,5,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,5,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,5,2023
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,5,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,5,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAA,Diesel,,LIGHT BUS,6.1,,2022,5,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2022,5,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,5,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,5,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,5,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,6,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,6,2023
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.4,,2022,6,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,6,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,6,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,6,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,6,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,6,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,6,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,6,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,6,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,6,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,6,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAA,Diesel,,LIGHT BUS,6.1,,2022,6,2023
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,6,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAA,Diesel,,LIGHT BUS,6.1,,2022,6,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2022,6,2023
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,6,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2022,6,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2022,6,2023
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2023,6,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2022,6,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2022,6,2023
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.4,,2023,7,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,7,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,7,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,7,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,7,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,7,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,7,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2022,7,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2023,7,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2022,7,2023
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,7,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,7,2023
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2023,7,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2022,7,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2022,7,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2022,7,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,7,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2022,7,2023
Private Light Bus,MITSUBISHI FUSO,BE641GRMDAD,Diesel,,LIGHT BUS,5.5,,2021,7,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Public Light Bus,GMI,THOR/GEMINI,Electric,,Light Bus (EX),7,,2020,8,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,8,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,8,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,8,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Public Light Bus,MAN,TGE 5.180 4X2 SB,Diesel,,LIGHT BUS,5,,2022,8,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,8,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.4,,2023,8,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,8,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.4,,2022,8,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,8,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2023,8,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,8,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2023,8,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,8,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,8,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,8,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAA,Diesel,,LIGHT BUS,6.1,,2022,8,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAA,Diesel,,LIGHT BUS,6.1,,2022,8,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,8,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAA,Diesel,,LIGHT BUS,6.1,,2022,9,2023
Private Light Bus,GMI,THOR/GEMINI,Electric,,Light Bus (EX),7,,2020,9,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAA,Diesel,,LIGHT BUS,6.1,,2022,9,2023
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2023,9,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAA,Diesel,,LIGHT BUS,6.1,,2022,9,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,10,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,10,2023
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2023,10,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,10,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,10,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAA,Diesel,,LIGHT BUS,6.1,,2022,10,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,10,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2022,10,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,11,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,11,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,11,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,11,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,11,2023
Public Light Bus,GMI,GEMINI,Diesel,,LIGHT BUS,7,,2021,11,2023
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,,LIGHT BUS,5.29,,2020,11,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,11,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,11,2023
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,,LIGHT BUS,5.29,,2022,11,2023
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,11,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2023,11,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2023,11,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2023,11,2023
Private Light Bus,MITSUBISHI FUSO,BE741GRMSDAB,Diesel,,LIGHT BUS,6.1,,2023,11,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,12,2023
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,,LIGHT BUS,5.24,,2023,12,2023
