Vehicle Class,Vehicle Make,Vehicle Model,Fuel Type,Cylinder capacity of engine (c.c.),Body Type,Permitted Gross Vehicle Weight,Number of passenger seats,Year Of Manufacture,Month,Registration Year
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,17,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,17,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,17,2018,7,2018
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,7,2018
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,7,2018
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,17,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,7,2018
Private Light Bus,TOYOTA,COASTER LPG SWB,LPG,4104,LIGHT BUS,5.1,14,2018,7,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,16,2018,7,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,7,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,7,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,14,2018,7,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,16,2018,7,2018
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,16,2017,7,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,7,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,7,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,7,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,7,2018
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,16,2017,7,2018
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,16,2017,7,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,7,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,7,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.4,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Public Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,MAXUS,V80 SV6 A110/3005133,Diesel,2499,LIGHT BUS,3.5,13,2015,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,14,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,19,2018,8,2018
Private Light Bus,GOLDEN DRAGON,XML6701J,Diesel,3800,LIGHT BUS,5.5,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,MITSUBISHI FUSO,BE641GRMDA,Diesel,2998,LIGHT BUS,5.5,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER LPG LWB,LPG,4104,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER AUTO DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2018,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
Private Light Bus,TOYOTA,COASTER MANUAL DIESEL LWB,Diesel,4009,LIGHT BUS,5.29,19,2017,8,2018
